id_orden,id_cliente,segmento_cliente,fecha_hora_llegada,tipo_servicio,bolsas_delicada,bolsas_color,bolsas_blanca,bolsas_total,tipos_presentes
O2025-011945,C056,clínica,6/16/2025 16:08,normal,0,0,4,4,1
O2025-011946,C065,clínica,6/16/2025 16:21,normal,0,5,0,5,1
O2025-011947,C029,hotel,6/16/2025 17:26,normal,0,0,6,6,1
O2025-011948,C050,clínica,6/16/2025 18:22,normal,1,0,5,6,2
O2025-011949,C005,hotel,6/16/2025 18:25,normal,0,2,8,10,2
O2025-011950,C104,gimnasio,6/16/2025 18:27,normal,0,1,0,1,1
O2025-011951,C095,gimnasio,6/16/2025 18:28,rápido,0,0,1,1,1
O2025-011952,C013,hotel,6/16/2025 18:46,normal,0,0,7,7,1
O2025-011953,C105,gimnasio,6/16/2025 18:48,normal,0,3,2,5,2
O2025-011954,C003,hotel,6/16/2025 18:52,normal,0,0,6,6,1
O2025-011955,C159,restaurante,6/16/2025 19:46,normal,0,1,1,2,2
O2025-011956,C028,hotel,6/16/2025 19:48,normal,0,0,7,7,1
O2025-011957,C009,hotel,6/16/2025 20:24,normal,0,0,7,7,1
O2025-011958,C117,restaurante,6/16/2025 20:29,normal,0,3,0,3,1
O2025-011959,C159,restaurante,6/16/2025 20:40,rápido,0,1,0,1,1
O2025-011960,C147,restaurante,6/16/2025 21:18,normal,0,0,3,3,1
O2025-011961,C145,restaurante,6/16/2025 21:21,normal,0,3,0,3,1
O2025-011962,C136,restaurante,6/16/2025 21:29,rápido,0,3,0,3,1
O2025-011963,C067,gimnasio,6/17/2025 6:52,rápido,0,2,0,2,1
O2025-011964,C014,hotel,6/17/2025 7:17,normal,0,0,4,4,1
O2025-011965,C008,hotel,6/17/2025 7:17,normal,0,0,5,5,1
O2025-011966,C125,restaurante,6/17/2025 7:23,normal,1,0,4,5,2
O2025-011967,C069,gimnasio,6/17/2025 7:27,normal,0,4,0,4,1
O2025-011968,C035,clínica,6/17/2025 8:11,rápido,0,0,2,2,1
O2025-011969,C018,hotel,6/17/2025 8:17,rápido,1,0,2,3,2
O2025-011970,C003,hotel,6/17/2025 8:28,normal,0,0,8,8,1
O2025-011971,C021,hotel,6/17/2025 8:29,normal,0,0,7,7,1
O2025-011972,C018,hotel,6/17/2025 8:31,normal,0,1,5,6,2
O2025-011973,C019,hotel,6/17/2025 8:38,normal,0,0,4,4,1
O2025-011974,C041,clínica,6/17/2025 8:47,normal,1,0,4,5,2
O2025-011975,C012,hotel,6/17/2025 8:48,normal,0,0,4,4,1
O2025-011976,C149,restaurante,6/17/2025 8:51,normal,0,1,1,2,2
O2025-011977,C002,hotel,6/17/2025 8:52,normal,1,0,3,4,2
O2025-011978,C148,restaurante,6/17/2025 8:59,normal,1,1,1,3,3
O2025-011979,C023,hotel,6/17/2025 8:59,normal,1,0,4,5,2
O2025-011980,C011,hotel,6/17/2025 9:02,normal,0,0,3,3,1
O2025-011981,C043,clínica,6/17/2025 9:04,normal,0,2,2,4,2
O2025-011982,C061,clínica,6/17/2025 9:08,normal,0,0,5,5,1
O2025-011983,C072,gimnasio,6/17/2025 9:13,normal,0,2,0,2,1
O2025-011984,C046,clínica,6/17/2025 9:20,rápido,0,1,1,2,2
O2025-011985,C065,clínica,6/17/2025 9:33,normal,0,6,0,6,1
O2025-011986,C005,hotel,6/17/2025 9:34,normal,0,0,3,3,1
O2025-011987,C064,clínica,6/17/2025 11:14,normal,0,5,0,5,1
O2025-011988,C032,clínica,6/17/2025 11:24,normal,0,0,11,11,1
O2025-011989,C043,clínica,6/17/2025 11:42,normal,1,3,7,11,3
O2025-011990,C150,restaurante,6/17/2025 12:52,normal,0,3,0,3,1
O2025-011991,C151,restaurante,6/17/2025 13:09,rápido,0,0,1,1,1
O2025-011992,C074,gimnasio,6/17/2025 13:13,normal,0,1,0,1,1
O2025-011993,C101,gimnasio,6/17/2025 13:13,rápido,0,1,1,2,2
O2025-011994,C027,hotel,6/17/2025 13:35,normal,0,0,4,4,1
O2025-011995,C065,clínica,6/17/2025 13:39,normal,7,0,0,7,1
O2025-011996,C084,gimnasio,6/17/2025 13:43,normal,4,0,8,12,2
O2025-011997,C013,hotel,6/17/2025 13:50,normal,0,0,7,7,1
O2025-011998,C020,hotel,6/17/2025 13:56,normal,0,0,18,18,1
O2025-011999,C019,hotel,6/17/2025 13:56,normal,0,1,3,4,2
O2025-012000,C091,gimnasio,6/17/2025 13:58,normal,2,4,0,6,2
O2025-012001,C046,clínica,6/17/2025 14:01,rápido,0,0,2,2,1
O2025-012002,C009,hotel,6/17/2025 14:06,normal,0,0,3,3,1
O2025-012003,C033,clínica,6/17/2025 14:06,rápido,0,1,2,3,2
O2025-012004,C139,restaurante,6/17/2025 14:24,normal,0,1,1,2,2
O2025-012005,C029,hotel,6/17/2025 14:42,normal,0,0,8,8,1
O2025-012006,C053,clínica,6/17/2025 14:47,normal,0,0,4,4,1
O2025-012007,C035,clínica,6/17/2025 14:53,normal,0,0,7,7,1
O2025-012008,C109,restaurante,6/17/2025 15:03,rápido,0,1,1,2,2
O2025-012009,C058,clínica,6/17/2025 15:09,rápido,0,0,3,3,1
O2025-012010,C130,restaurante,6/17/2025 15:25,normal,0,3,0,3,1
O2025-012011,C056,clínica,6/17/2025 15:39,normal,0,0,6,6,1
O2025-012012,C010,hotel,6/17/2025 15:41,normal,0,0,5,5,1
O2025-012013,C050,clínica,6/17/2025 15:45,normal,0,0,6,6,1
O2025-012014,C137,restaurante,6/17/2025 15:49,rápido,0,0,1,1,1
O2025-012015,C047,clínica,6/17/2025 16:33,normal,0,1,10,11,2
O2025-012016,C032,clínica,6/17/2025 16:59,normal,0,3,8,11,2
O2025-012017,C047,clínica,6/17/2025 17:12,normal,1,0,5,6,2
O2025-012018,C031,clínica,6/17/2025 17:14,rápido,0,3,3,6,2
O2025-012019,C052,clínica,6/17/2025 17:18,normal,0,1,2,3,2
O2025-012020,C063,clínica,6/17/2025 17:36,normal,0,0,8,8,1
O2025-012021,C011,hotel,6/17/2025 17:52,normal,0,1,2,3,2
O2025-012022,C025,hotel,6/17/2025 17:58,normal,0,1,8,9,2
O2025-012023,C040,clínica,6/17/2025 18:08,normal,0,0,5,5,1
O2025-012024,C089,gimnasio,6/17/2025 18:16,normal,1,5,0,6,2
O2025-012025,C103,gimnasio,6/17/2025 18:26,normal,0,3,0,3,1
O2025-012026,C050,clínica,6/17/2025 18:32,normal,0,0,5,5,1
O2025-012027,C020,hotel,6/17/2025 18:35,normal,1,0,2,3,2
O2025-012028,C024,hotel,6/17/2025 18:49,rápido,1,0,5,6,2
O2025-012029,C076,gimnasio,6/17/2025 19:09,normal,0,1,1,2,2
O2025-012030,C077,gimnasio,6/17/2025 19:38,normal,1,4,0,5,2
O2025-012031,C010,hotel,6/17/2025 19:40,normal,0,0,4,4,1
O2025-012032,C019,hotel,6/17/2025 19:50,normal,1,0,2,3,2
O2025-012033,C107,restaurante,6/17/2025 20:20,normal,0,1,0,1,1
O2025-012034,C155,restaurante,6/17/2025 21:52,normal,0,0,2,2,1
O2025-012035,C024,hotel,6/18/2025 5:56,normal,0,2,5,7,2
O2025-012036,C085,gimnasio,6/18/2025 6:29,normal,0,0,2,2,1
O2025-012037,C018,hotel,6/18/2025 7:09,normal,1,1,2,4,3
O2025-012038,C028,hotel,6/18/2025 7:43,normal,1,0,7,8,2
O2025-012039,C121,restaurante,6/18/2025 7:57,normal,0,3,2,5,2
O2025-012040,C008,hotel,6/18/2025 8:30,normal,0,0,3,3,1
O2025-012041,C093,gimnasio,6/18/2025 8:38,normal,0,2,0,2,1
O2025-012042,C030,hotel,6/18/2025 8:48,rápido,0,1,1,2,2
O2025-012043,C022,hotel,6/18/2025 8:50,normal,1,0,4,5,2
O2025-012044,C008,hotel,6/18/2025 8:53,normal,0,0,2,2,1
O2025-012045,C044,clínica,6/18/2025 9:00,normal,0,2,7,9,2
O2025-012046,C021,hotel,6/18/2025 9:01,normal,0,0,6,6,1
O2025-012047,C052,clínica,6/18/2025 9:02,normal,1,0,4,5,2
O2025-012048,C106,restaurante,6/18/2025 9:08,normal,1,3,0,4,2
O2025-012049,C004,hotel,6/18/2025 9:12,normal,0,0,5,5,1
O2025-012050,C136,restaurante,6/18/2025 9:18,normal,0,0,2,2,1
O2025-012051,C044,clínica,6/18/2025 9:20,normal,0,0,2,2,1
O2025-012052,C140,restaurante,6/18/2025 9:25,rápido,0,0,2,2,1
O2025-012053,C106,restaurante,6/18/2025 9:35,normal,0,0,2,2,1
O2025-012054,C021,hotel,6/18/2025 9:35,normal,0,4,4,8,2
O2025-012055,C148,restaurante,6/18/2025 9:46,normal,0,0,1,1,1
O2025-012056,C062,clínica,6/18/2025 9:50,normal,0,0,5,5,1
O2025-012057,C064,clínica,6/18/2025 9:54,normal,0,0,16,16,1
O2025-012058,C055,clínica,6/18/2025 9:57,rápido,0,1,1,2,2
O2025-012059,C031,clínica,6/18/2025 10:18,rápido,0,2,3,5,2
O2025-012060,C040,clínica,6/18/2025 10:28,normal,0,1,4,5,2
O2025-012061,C037,clínica,6/18/2025 10:44,normal,0,0,5,5,1
O2025-012062,C001,hotel,6/18/2025 10:44,normal,0,0,11,11,1
O2025-012063,C065,clínica,6/18/2025 10:51,rápido,0,5,0,5,1
O2025-012064,C074,gimnasio,6/18/2025 11:26,normal,0,4,0,4,1
O2025-012065,C105,gimnasio,6/18/2025 12:30,normal,0,3,2,5,2
O2025-012066,C007,hotel,6/18/2025 13:05,rápido,0,0,7,7,1
O2025-012067,C070,gimnasio,6/18/2025 13:20,rápido,0,2,4,6,2
O2025-012068,C068,gimnasio,6/18/2025 13:29,normal,0,0,2,2,1
O2025-012069,C059,clínica,6/18/2025 13:55,normal,0,1,2,3,2
O2025-012070,C079,gimnasio,6/18/2025 14:23,normal,1,3,0,4,2
O2025-012071,C010,hotel,6/18/2025 14:33,normal,1,0,3,4,2
O2025-012072,C114,restaurante,6/18/2025 14:36,normal,1,1,1,3,3
O2025-012073,C003,hotel,6/18/2025 14:37,normal,0,2,5,7,2
O2025-012074,C083,gimnasio,6/18/2025 14:39,normal,1,1,2,4,3
O2025-012075,C122,restaurante,6/18/2025 14:39,rápido,0,1,1,2,2
O2025-012076,C146,restaurante,6/18/2025 14:41,normal,0,0,1,1,1
O2025-012077,C030,hotel,6/18/2025 14:42,normal,1,1,4,6,3
O2025-012078,C001,hotel,6/18/2025 14:48,normal,0,0,4,4,1
O2025-012079,C022,hotel,6/18/2025 14:49,normal,0,0,2,2,1
O2025-012080,C106,restaurante,6/18/2025 14:56,normal,0,2,0,2,1
O2025-012081,C060,clínica,6/18/2025 15:05,rápido,0,2,4,6,2
O2025-012082,C063,clínica,6/18/2025 15:31,normal,0,1,3,4,2
O2025-012083,C005,hotel,6/18/2025 15:42,normal,0,1,3,4,2
O2025-012084,C052,clínica,6/18/2025 15:55,normal,0,1,4,5,2
O2025-012085,C017,hotel,6/18/2025 15:57,normal,0,0,10,10,1
O2025-012086,C029,hotel,6/18/2025 16:09,normal,0,0,5,5,1
O2025-012087,C010,hotel,6/18/2025 16:18,normal,0,1,4,5,2
O2025-012088,C003,hotel,6/18/2025 16:51,normal,0,0,19,19,1
O2025-012089,C050,clínica,6/18/2025 16:55,normal,0,0,3,3,1
O2025-012090,C013,hotel,6/18/2025 17:11,normal,0,0,7,7,1
O2025-012091,C009,hotel,6/18/2025 17:23,normal,0,0,9,9,1
O2025-012092,C100,gimnasio,6/18/2025 17:46,normal,0,0,2,2,1
O2025-012093,C050,clínica,6/18/2025 17:53,normal,0,0,4,4,1
O2025-012094,C028,hotel,6/18/2025 17:58,normal,0,0,5,5,1
O2025-012095,C011,hotel,6/18/2025 18:22,normal,0,1,3,4,2
O2025-012096,C017,hotel,6/18/2025 18:25,normal,0,0,4,4,1
O2025-012097,C050,clínica,6/18/2025 18:31,normal,1,0,2,3,2
O2025-012098,C053,clínica,6/18/2025 18:49,normal,1,0,3,4,2
O2025-012099,C010,hotel,6/18/2025 18:58,normal,1,1,8,10,3
O2025-012100,C095,gimnasio,6/18/2025 19:11,normal,0,1,2,3,2
O2025-012101,C016,hotel,6/18/2025 19:19,normal,0,0,8,8,1
O2025-012102,C087,gimnasio,6/18/2025 19:41,normal,0,2,0,2,1
O2025-012103,C099,gimnasio,6/18/2025 19:49,normal,0,1,1,2,2
O2025-012104,C084,gimnasio,6/18/2025 20:41,normal,0,4,2,6,2
O2025-012105,C154,restaurante,6/18/2025 21:28,normal,0,2,0,2,1
O2025-012106,C127,restaurante,6/18/2025 21:37,normal,2,0,0,2,1
O2025-012107,C107,restaurante,6/18/2025 21:47,normal,0,2,1,3,2
O2025-012108,C145,restaurante,6/18/2025 22:10,normal,0,2,1,3,2
O2025-012109,C090,gimnasio,6/19/2025 6:19,normal,0,1,3,4,2
O2025-012110,C012,hotel,6/19/2025 6:50,normal,0,0,6,6,1
O2025-012111,C029,hotel,6/19/2025 7:05,normal,0,2,10,12,2
O2025-012112,C142,restaurante,6/19/2025 7:46,rápido,0,1,0,1,1
O2025-012113,C040,clínica,6/19/2025 8:00,normal,0,1,3,4,2
O2025-012114,C018,hotel,6/19/2025 8:22,normal,0,1,2,3,2
O2025-012115,C051,clínica,6/19/2025 8:23,normal,0,0,6,6,1
O2025-012116,C010,hotel,6/19/2025 8:23,rápido,0,0,6,6,1
O2025-012117,C021,hotel,6/19/2025 8:24,normal,0,0,11,11,1
O2025-012118,C013,hotel,6/19/2025 8:25,normal,0,0,5,5,1
O2025-012119,C002,hotel,6/19/2025 8:41,normal,0,1,3,4,2
O2025-012120,C126,restaurante,6/19/2025 8:50,normal,1,2,1,4,3
O2025-012121,C022,hotel,6/19/2025 8:59,normal,0,0,4,4,1
O2025-012122,C151,restaurante,6/19/2025 9:03,rápido,1,0,1,2,2
O2025-012123,C155,restaurante,6/19/2025 9:08,normal,0,0,3,3,1
O2025-012124,C133,restaurante,6/19/2025 9:09,rápido,0,1,1,2,2
O2025-012125,C059,clínica,6/19/2025 9:14,normal,1,4,0,5,2
O2025-012126,C040,clínica,6/19/2025 9:21,normal,0,0,5,5,1
O2025-012127,C153,restaurante,6/19/2025 9:27,normal,0,0,3,3,1
O2025-012128,C038,clínica,6/19/2025 9:31,normal,0,0,4,4,1
O2025-012129,C011,hotel,6/19/2025 9:34,normal,0,1,7,8,2
O2025-012130,C014,hotel,6/19/2025 9:36,normal,0,1,3,4,2
O2025-012131,C061,clínica,6/19/2025 9:40,normal,3,0,0,3,1
O2025-012132,C045,clínica,6/19/2025 9:40,normal,0,1,1,2,2
O2025-012133,C040,clínica,6/19/2025 9:42,normal,1,1,4,6,3
O2025-012134,C036,clínica,6/19/2025 9:49,normal,0,1,1,2,2
O2025-012135,C043,clínica,6/19/2025 9:49,normal,0,0,8,8,1
O2025-012136,C013,hotel,6/19/2025 9:57,rápido,0,0,6,6,1
O2025-012137,C058,clínica,6/19/2025 10:00,rápido,0,0,3,3,1
O2025-012138,C118,restaurante,6/19/2025 10:02,normal,1,0,2,3,2
O2025-012139,C055,clínica,6/19/2025 10:10,normal,0,2,2,4,2
O2025-012140,C065,clínica,6/19/2025 10:14,normal,0,2,4,6,2
O2025-012141,C057,clínica,6/19/2025 10:36,normal,0,1,4,5,2
O2025-012142,C059,clínica,6/19/2025 11:20,normal,0,0,7,7,1
O2025-012143,C049,clínica,6/19/2025 11:22,normal,0,2,2,4,2
O2025-012144,C070,gimnasio,6/19/2025 11:37,normal,0,1,2,3,2
O2025-012145,C010,hotel,6/19/2025 12:21,normal,0,0,8,8,1
O2025-012146,C155,restaurante,6/19/2025 13:15,normal,0,0,2,2,1
O2025-012147,C087,gimnasio,6/19/2025 13:21,normal,0,3,2,5,2
O2025-012148,C070,gimnasio,6/19/2025 13:28,normal,1,1,3,5,3
O2025-012149,C079,gimnasio,6/19/2025 13:30,normal,0,0,3,3,1
O2025-012150,C008,hotel,6/19/2025 13:35,normal,0,0,4,4,1
O2025-012151,C026,hotel,6/19/2025 13:38,normal,0,0,32,32,1
O2025-012152,C075,gimnasio,6/19/2025 13:39,normal,0,3,0,3,1
O2025-012153,C003,hotel,6/19/2025 14:25,normal,1,0,9,10,2
O2025-012154,C127,restaurante,6/19/2025 14:27,rápido,0,1,1,2,2
O2025-012155,C008,hotel,6/19/2025 14:27,normal,0,0,5,5,1
O2025-012156,C103,gimnasio,6/19/2025 14:36,normal,0,1,0,1,1
O2025-012157,C008,hotel,6/19/2025 14:40,rápido,0,0,1,1,1
O2025-012158,C002,hotel,6/19/2025 14:42,rápido,0,0,2,2,1
O2025-012159,C042,clínica,6/19/2025 14:45,normal,0,0,3,3,1
O2025-012160,C048,clínica,6/19/2025 14:49,normal,0,0,4,4,1
O2025-012161,C014,hotel,6/19/2025 14:53,normal,1,0,4,5,2
O2025-012162,C030,hotel,6/19/2025 15:13,normal,0,0,4,4,1
O2025-012163,C038,clínica,6/19/2025 15:14,rápido,0,0,2,2,1
O2025-012164,C113,restaurante,6/19/2025 15:18,normal,0,0,1,1,1
O2025-012165,C122,restaurante,6/19/2025 15:19,normal,0,1,2,3,2
O2025-012166,C091,gimnasio,6/19/2025 15:28,normal,0,4,0,4,1
O2025-012167,C049,clínica,6/19/2025 15:34,rápido,1,0,5,6,2
O2025-012168,C064,clínica,6/19/2025 15:35,normal,0,2,2,4,2
O2025-012169,C004,hotel,6/19/2025 15:48,normal,0,2,7,9,2
O2025-012170,C144,restaurante,6/19/2025 15:58,normal,0,0,2,2,1
O2025-012171,C016,hotel,6/19/2025 16:07,normal,0,0,6,6,1
O2025-012172,C038,clínica,6/19/2025 16:50,normal,0,1,0,1,1
O2025-012173,C107,restaurante,6/19/2025 17:14,rápido,0,0,3,3,1
O2025-012174,C011,hotel,6/19/2025 17:42,normal,1,0,4,5,2
O2025-012175,C075,gimnasio,6/19/2025 18:06,normal,0,4,0,4,1
O2025-012176,C002,hotel,6/19/2025 18:07,normal,0,0,2,2,1
O2025-012177,C052,clínica,6/19/2025 18:27,normal,0,3,0,3,1
O2025-012178,C023,hotel,6/19/2025 18:35,normal,0,0,15,15,1
O2025-012179,C021,hotel,6/19/2025 18:53,normal,0,0,5,5,1
O2025-012180,C092,gimnasio,6/19/2025 19:07,normal,1,0,1,2,2
O2025-012181,C092,gimnasio,6/19/2025 19:11,normal,0,1,0,1,1
O2025-012182,C103,gimnasio,6/19/2025 19:14,normal,0,0,2,2,1
O2025-012183,C074,gimnasio,6/19/2025 19:16,normal,0,5,0,5,1
O2025-012184,C081,gimnasio,6/19/2025 19:21,normal,0,0,7,7,1
O2025-012185,C099,gimnasio,6/19/2025 20:11,normal,0,0,3,3,1
O2025-012186,C159,restaurante,6/19/2025 21:05,normal,0,1,0,1,1
O2025-012187,C107,restaurante,6/19/2025 21:42,rápido,0,1,0,1,1
O2025-012188,C117,restaurante,6/19/2025 21:44,normal,0,1,0,1,1
O2025-012189,C138,restaurante,6/19/2025 21:46,rápido,0,4,0,4,1
O2025-012190,C002,hotel,6/20/2025 5:30,normal,0,0,9,9,1
O2025-012191,C138,restaurante,6/20/2025 6:10,normal,0,1,1,2,2
O2025-012192,C026,hotel,6/20/2025 6:32,normal,0,0,2,2,1
O2025-012193,C093,gimnasio,6/20/2025 6:55,normal,0,3,0,3,1
O2025-012194,C083,gimnasio,6/20/2025 7:10,normal,0,0,2,2,1
O2025-012195,C084,gimnasio,6/20/2025 7:24,normal,0,4,0,4,1
O2025-012196,C150,restaurante,6/20/2025 7:26,rápido,0,1,1,2,2
O2025-012197,C015,hotel,6/20/2025 7:33,normal,0,0,3,3,1
O2025-012198,C010,hotel,6/20/2025 7:36,normal,0,0,6,6,1
O2025-012199,C067,gimnasio,6/20/2025 7:43,normal,1,0,3,4,2
O2025-012200,C027,hotel,6/20/2025 7:44,normal,1,0,2,3,2
O2025-012201,C027,hotel,6/20/2025 7:49,normal,0,1,3,4,2
O2025-012202,C006,hotel,6/20/2025 7:53,normal,1,0,20,21,2
O2025-012203,C014,hotel,6/20/2025 7:57,rápido,0,0,2,2,1
O2025-012204,C160,restaurante,6/20/2025 8:07,normal,0,1,1,2,2
O2025-012205,C127,restaurante,6/20/2025 8:15,rápido,0,0,1,1,1
O2025-012206,C066,gimnasio,6/20/2025 8:15,normal,0,2,2,4,2
O2025-012207,C107,restaurante,6/20/2025 8:17,normal,1,1,1,3,3
O2025-012208,C013,hotel,6/20/2025 8:17,normal,0,0,9,9,1
O2025-012209,C082,gimnasio,6/20/2025 8:21,normal,2,9,0,11,2
O2025-012210,C008,hotel,6/20/2025 8:22,normal,0,0,3,3,1
O2025-012211,C101,gimnasio,6/20/2025 8:22,normal,0,2,2,4,2
O2025-012212,C029,hotel,6/20/2025 8:31,normal,0,0,5,5,1
O2025-012213,C001,hotel,6/20/2025 8:37,normal,0,0,6,6,1
O2025-012214,C077,gimnasio,6/20/2025 8:44,normal,0,2,0,2,1
O2025-012215,C028,hotel,6/20/2025 8:50,normal,1,0,13,14,2
O2025-012216,C050,clínica,6/20/2025 9:00,normal,0,1,2,3,2
O2025-012217,C008,hotel,6/20/2025 9:21,normal,0,0,3,3,1
O2025-012218,C004,hotel,6/20/2025 9:31,normal,0,0,20,20,1
O2025-012219,C129,restaurante,6/20/2025 9:41,normal,0,1,0,1,1
O2025-012220,C016,hotel,6/20/2025 9:44,normal,0,0,7,7,1
O2025-012221,C018,hotel,6/20/2025 9:49,normal,0,0,10,10,1
O2025-012222,C011,hotel,6/20/2025 9:58,normal,1,1,1,3,3
O2025-012223,C002,hotel,6/20/2025 10:09,normal,0,0,8,8,1
O2025-012224,C130,restaurante,6/20/2025 10:12,normal,0,0,2,2,1
O2025-012225,C058,clínica,6/20/2025 10:18,normal,0,0,3,3,1
O2025-012226,C056,clínica,6/20/2025 10:28,normal,0,0,12,12,1
O2025-012227,C023,hotel,6/20/2025 10:30,normal,0,0,11,11,1
O2025-012228,C043,clínica,6/20/2025 10:35,rápido,0,1,2,3,2
O2025-012229,C053,clínica,6/20/2025 10:43,rápido,0,1,1,2,2
O2025-012230,C143,restaurante,6/20/2025 10:44,rápido,0,0,1,1,1
O2025-012231,C032,clínica,6/20/2025 10:44,normal,0,0,11,11,1
O2025-012232,C094,gimnasio,6/20/2025 12:08,normal,0,2,0,2,1
O2025-012233,C093,gimnasio,6/20/2025 12:11,normal,0,2,1,3,2
O2025-012234,C126,restaurante,6/20/2025 13:03,normal,0,0,2,2,1
O2025-012235,C073,gimnasio,6/20/2025 13:10,normal,1,0,2,3,2
O2025-012236,C088,gimnasio,6/20/2025 13:24,normal,0,2,1,3,2
O2025-012237,C073,gimnasio,6/20/2025 13:29,normal,0,2,3,5,2
O2025-012238,C016,hotel,6/20/2025 13:32,normal,0,0,13,13,1
O2025-012239,C013,hotel,6/20/2025 13:33,normal,0,0,13,13,1
O2025-012240,C022,hotel,6/20/2025 13:34,normal,0,1,2,3,2
O2025-012241,C149,restaurante,6/20/2025 13:38,normal,0,0,3,3,1
O2025-012242,C012,hotel,6/20/2025 13:44,normal,0,0,8,8,1
O2025-012243,C092,gimnasio,6/20/2025 13:45,normal,0,1,1,2,2
O2025-012244,C066,gimnasio,6/20/2025 13:55,normal,0,2,0,2,1
O2025-012245,C012,hotel,6/20/2025 13:58,normal,0,0,7,7,1
O2025-012246,C157,restaurante,6/20/2025 14:27,normal,0,1,2,3,2
O2025-012247,C121,restaurante,6/20/2025 14:42,normal,0,4,4,8,2
O2025-012248,C003,hotel,6/20/2025 14:43,normal,0,0,4,4,1
O2025-012249,C134,restaurante,6/20/2025 15:02,normal,0,2,2,4,2
O2025-012250,C123,restaurante,6/20/2025 15:03,normal,0,1,1,2,2
O2025-012251,C023,hotel,6/20/2025 15:41,normal,0,2,7,9,2
O2025-012252,C010,hotel,6/20/2025 15:58,normal,1,0,11,12,2
O2025-012253,C041,clínica,6/20/2025 16:15,normal,0,0,3,3,1
O2025-012254,C034,clínica,6/20/2025 16:49,normal,0,1,2,3,2
O2025-012255,C028,hotel,6/20/2025 17:04,normal,0,0,5,5,1
O2025-012256,C063,clínica,6/20/2025 17:23,normal,1,1,3,5,3
O2025-012257,C013,hotel,6/20/2025 17:25,normal,0,2,16,18,2
O2025-012258,C019,hotel,6/20/2025 18:11,normal,0,2,6,8,2
O2025-012259,C040,clínica,6/20/2025 18:21,normal,0,0,3,3,1
O2025-012260,C011,hotel,6/20/2025 18:24,normal,0,0,12,12,1
O2025-012261,C011,hotel,6/20/2025 18:50,normal,0,0,3,3,1
O2025-012262,C105,gimnasio,6/20/2025 19:28,normal,0,6,1,7,2
O2025-012263,C089,gimnasio,6/20/2025 19:52,normal,0,6,0,6,1
O2025-012264,C152,restaurante,6/20/2025 20:28,rápido,0,0,1,1,1
O2025-012265,C083,gimnasio,6/20/2025 20:58,normal,0,0,2,2,1
O2025-012266,C158,restaurante,6/20/2025 21:10,normal,0,0,1,1,1
O2025-012267,C144,restaurante,6/20/2025 21:14,normal,0,1,2,3,2
O2025-012268,C086,gimnasio,6/21/2025 6:51,normal,1,0,2,3,2
O2025-012269,C100,gimnasio,6/21/2025 7:16,normal,0,4,0,4,1
O2025-012270,C014,hotel,6/21/2025 7:24,normal,0,0,8,8,1
O2025-012271,C013,hotel,6/21/2025 7:33,normal,0,0,8,8,1
O2025-012272,C119,restaurante,6/21/2025 7:35,normal,0,0,3,3,1
O2025-012273,C004,hotel,6/21/2025 8:04,normal,0,0,8,8,1
O2025-012274,C149,restaurante,6/21/2025 8:10,normal,0,0,3,3,1
O2025-012275,C002,hotel,6/21/2025 8:30,normal,1,0,3,4,2
O2025-012276,C074,gimnasio,6/21/2025 8:57,normal,0,4,0,4,1
O2025-012277,C004,hotel,6/21/2025 9:04,normal,0,0,11,11,1
O2025-012278,C016,hotel,6/21/2025 9:07,normal,0,0,5,5,1
O2025-012279,C021,hotel,6/21/2025 9:09,normal,0,1,3,4,2
O2025-012280,C130,restaurante,6/21/2025 9:13,normal,0,3,2,5,2
O2025-012281,C121,restaurante,6/21/2025 9:21,normal,0,4,1,5,2
O2025-012282,C047,clínica,6/21/2025 9:35,normal,0,0,2,2,1
O2025-012283,C007,hotel,6/21/2025 9:43,normal,2,0,15,17,2
O2025-012284,C010,hotel,6/21/2025 9:52,normal,0,1,10,11,2
O2025-012285,C024,hotel,6/21/2025 10:05,normal,0,6,0,6,1
O2025-012286,C107,restaurante,6/21/2025 10:42,normal,0,1,1,2,2
O2025-012287,C083,gimnasio,6/21/2025 10:53,normal,0,2,1,3,2
O2025-012288,C132,restaurante,6/21/2025 11:13,normal,1,1,2,4,3
O2025-012289,C084,gimnasio,6/21/2025 11:28,normal,9,0,0,9,1
O2025-012290,C074,gimnasio,6/21/2025 11:29,normal,0,3,0,3,1
O2025-012291,C068,gimnasio,6/21/2025 11:42,normal,0,0,2,2,1
O2025-012292,C019,hotel,6/21/2025 11:53,normal,0,2,4,6,2
O2025-012293,C087,gimnasio,6/21/2025 12:26,normal,0,2,1,3,2
O2025-012294,C004,hotel,6/21/2025 12:54,normal,0,0,8,8,1
O2025-012295,C010,hotel,6/21/2025 13:10,normal,0,0,7,7,1
O2025-012296,C141,restaurante,6/21/2025 13:14,normal,0,1,1,2,2
O2025-012297,C073,gimnasio,6/21/2025 13:38,normal,0,0,2,2,1
O2025-012298,C004,hotel,6/21/2025 13:38,normal,0,0,4,4,1
O2025-012299,C101,gimnasio,6/21/2025 13:40,normal,0,2,0,2,1
O2025-012300,C005,hotel,6/21/2025 14:01,normal,0,0,3,3,1
O2025-012301,C119,restaurante,6/21/2025 14:05,normal,0,3,3,6,2
O2025-012302,C010,hotel,6/21/2025 14:13,normal,1,0,4,5,2
O2025-012303,C021,hotel,6/21/2025 14:15,normal,0,0,3,3,1
