id_orden,id_cliente,segmento_cliente,fecha_hora_llegada,tipo_servicio,bolsas_delicada,bolsas_color,bolsas_blanca,bolsas_total
O2025-019159,C071,gimnasio,2025-09-24 14:03:38,normal,0,4,0,4
O2025-019160,C158,restaurante,2025-09-24 14:20:19,normal,0,1,0,1
O2025-019161,C034,clínica,2025-09-24 14:22:03,rápido,0,1,3,4
O2025-019162,C049,clínica,2025-09-24 14:27:09,normal,0,1,5,6
O2025-019163,C014,hotel,2025-09-24 14:31:05,normal,0,0,5,5
O2025-019164,C018,hotel,2025-09-24 14:39:42,normal,0,0,6,6
O2025-019165,C136,restaurante,2025-09-24 14:48:07,normal,0,0,2,2
O2025-019166,C002,hotel,2025-09-24 14:57:39,normal,0,0,4,4
O2025-019167,C020,hotel,2025-09-24 14:57:50,normal,0,0,4,4
O2025-019168,C056,clínica,2025-09-24 15:02:24,normal,0,1,4,5
O2025-019169,C072,gimnasio,2025-09-24 15:05:33,normal,0,4,0,4
O2025-019170,C121,restaurante,2025-09-24 15:08:07,normal,0,0,4,4
O2025-019171,C056,clínica,2025-09-24 15:12:27,normal,0,1,4,5
O2025-019172,C019,hotel,2025-09-24 15:18:15,normal,0,0,3,3
O2025-019173,C130,restaurante,2025-09-24 15:24:02,normal,0,0,3,3
O2025-019174,C043,clínica,2025-09-24 15:29:23,rápido,0,1,2,3
O2025-019175,C010,hotel,2025-09-24 15:36:59,normal,0,0,7,7
O2025-019176,C107,restaurante,2025-09-24 16:12:10,normal,0,1,0,1
O2025-019177,C013,hotel,2025-09-24 16:17:56,normal,0,0,6,6
O2025-019178,C038,clínica,2025-09-24 16:32:04,rápido,0,1,1,2
O2025-019179,C045,clínica,2025-09-24 16:43:55,normal,0,0,2,2
O2025-019180,C046,clínica,2025-09-24 17:01:14,normal,0,1,1,2
O2025-019181,C100,gimnasio,2025-09-24 17:58:34,normal,0,2,2,4
O2025-019182,C067,gimnasio,2025-09-24 18:03:57,normal,0,2,2,4
O2025-019183,C087,gimnasio,2025-09-24 18:32:54,normal,0,1,0,1
O2025-019184,C013,hotel,2025-09-24 18:40:51,normal,0,0,11,11
O2025-019185,C049,clínica,2025-09-24 18:44:13,normal,0,0,3,3
O2025-019186,C001,hotel,2025-09-24 18:51:16,normal,0,0,4,4
O2025-019187,C044,clínica,2025-09-24 18:53:57,normal,1,1,4,6
O2025-019188,C081,gimnasio,2025-09-24 19:05:48,normal,0,4,0,4
O2025-019189,C114,restaurante,2025-09-24 19:18:15,normal,0,0,3,3
O2025-019190,C119,restaurante,2025-09-24 19:27:47,rápido,0,0,2,2
O2025-019191,C113,restaurante,2025-09-24 19:46:22,normal,0,2,0,2
O2025-019192,C103,gimnasio,2025-09-24 19:51:52,normal,0,1,1,2
O2025-019193,C132,restaurante,2025-09-24 20:17:05,normal,0,3,0,3
O2025-019194,C127,restaurante,2025-09-24 20:33:59,rápido,0,2,0,2
O2025-019195,C098,gimnasio,2025-09-24 21:12:50,normal,0,2,0,2
O2025-019196,C109,restaurante,2025-09-24 21:20:30,normal,0,4,0,4
O2025-019197,C157,restaurante,2025-09-24 21:57:54,normal,0,0,3,3
O2025-019198,C152,restaurante,2025-09-24 22:19:01,normal,0,1,1,2
O2025-019199,C144,restaurante,2025-09-24 22:20:05,rápido,0,0,3,3
O2025-019200,C126,restaurante,2025-09-25 06:37:01,normal,0,1,1,2
O2025-019201,C101,gimnasio,2025-09-25 07:23:11,rápido,0,1,1,2
O2025-019202,C094,gimnasio,2025-09-25 07:32:24,normal,0,2,0,2
O2025-019203,C022,hotel,2025-09-25 07:32:44,normal,0,0,2,2
O2025-019204,C017,hotel,2025-09-25 07:34:24,normal,0,0,14,14
O2025-019205,C094,gimnasio,2025-09-25 07:52:10,normal,0,2,0,2
O2025-019206,C087,gimnasio,2025-09-25 07:56:30,normal,0,2,1,3
O2025-019207,C103,gimnasio,2025-09-25 07:59:36,normal,0,2,0,2
O2025-019208,C063,clínica,2025-09-25 08:06:49,normal,0,0,9,9
O2025-019209,C091,gimnasio,2025-09-25 08:15:05,normal,0,0,2,2
O2025-019210,C003,hotel,2025-09-25 08:20:32,normal,0,0,9,9
O2025-019211,C038,clínica,2025-09-25 08:25:05,rápido,0,1,1,2
O2025-019212,C148,restaurante,2025-09-25 08:42:50,rápido,0,2,0,2
O2025-019213,C118,restaurante,2025-09-25 08:44:39,rápido,0,0,3,3
O2025-019214,C055,clínica,2025-09-25 09:03:30,normal,0,7,0,7
O2025-019215,C027,hotel,2025-09-25 09:03:33,normal,0,0,4,4
O2025-019216,C021,hotel,2025-09-25 09:20:11,normal,0,0,2,2
O2025-019217,C014,hotel,2025-09-25 09:25:23,normal,0,0,2,2
O2025-019218,C006,hotel,2025-09-25 09:25:27,normal,1,0,4,5
O2025-019219,C060,clínica,2025-09-25 09:25:33,rápido,0,0,4,4
O2025-019220,C108,restaurante,2025-09-25 09:27:59,rápido,0,1,1,2
O2025-019221,C041,clínica,2025-09-25 09:31:36,normal,0,0,5,5
O2025-019222,C022,hotel,2025-09-25 09:35:56,normal,0,0,5,5
O2025-019223,C012,hotel,2025-09-25 09:38:52,normal,0,1,3,4
O2025-019224,C054,clínica,2025-09-25 10:07:49,rápido,0,0,3,3
O2025-019225,C020,hotel,2025-09-25 10:17:09,normal,0,0,3,3
O2025-019226,C034,clínica,2025-09-25 10:24:57,rápido,0,0,2,2
O2025-019227,C041,clínica,2025-09-25 10:35:21,normal,0,0,6,6
O2025-019228,C036,clínica,2025-09-25 10:59:26,normal,1,0,3,4
O2025-019229,C056,clínica,2025-09-25 11:06:54,rápido,0,0,8,8
O2025-019230,C031,clínica,2025-09-25 11:15:56,normal,0,0,4,4
O2025-019231,C005,hotel,2025-09-25 12:35:52,rápido,0,0,6,6
O2025-019232,C002,hotel,2025-09-25 13:11:52,normal,0,0,8,8
O2025-019233,C082,gimnasio,2025-09-25 13:14:07,normal,0,7,0,7
O2025-019234,C028,hotel,2025-09-25 13:19:40,normal,0,0,5,5
O2025-019235,C042,clínica,2025-09-25 13:19:54,normal,1,1,5,7
O2025-019236,C039,clínica,2025-09-25 13:33:56,normal,0,4,0,4
O2025-019237,C005,hotel,2025-09-25 13:46:43,normal,0,0,2,2
O2025-019238,C072,gimnasio,2025-09-25 14:08:18,normal,0,1,1,2
O2025-019239,C099,gimnasio,2025-09-25 14:32:01,normal,0,1,1,2
O2025-019240,C056,clínica,2025-09-25 14:32:39,normal,1,0,5,6
O2025-019241,C150,restaurante,2025-09-25 14:33:51,normal,0,2,0,2
O2025-019242,C021,hotel,2025-09-25 14:51:19,normal,0,0,5,5
O2025-019243,C048,clínica,2025-09-25 15:03:52,normal,2,0,2,4
O2025-019244,C004,hotel,2025-09-25 15:09:28,normal,0,0,7,7
O2025-019245,C145,restaurante,2025-09-25 15:11:39,normal,0,4,0,4
O2025-019246,C045,clínica,2025-09-25 15:16:48,normal,0,1,0,1
O2025-019247,C045,clínica,2025-09-25 15:21:23,normal,0,1,1,2
O2025-019248,C127,restaurante,2025-09-25 15:30:31,normal,1,0,0,1
O2025-019249,C121,restaurante,2025-09-25 15:32:27,normal,4,0,0,4
O2025-019250,C010,hotel,2025-09-25 15:45:28,normal,0,0,6,6
O2025-019251,C054,clínica,2025-09-25 16:04:33,rápido,1,1,1,3
O2025-019252,C059,clínica,2025-09-25 16:28:18,normal,0,1,6,7
O2025-019253,C068,gimnasio,2025-09-25 17:30:34,normal,1,4,0,5
O2025-019254,C008,hotel,2025-09-25 17:43:24,normal,0,0,6,6
O2025-019255,C095,gimnasio,2025-09-25 18:03:34,normal,0,1,1,2
O2025-019256,C014,hotel,2025-09-25 18:05:53,normal,0,0,3,3
O2025-019257,C002,hotel,2025-09-25 18:20:23,normal,1,1,3,5
O2025-019258,C067,gimnasio,2025-09-25 18:30:32,normal,0,2,0,2
O2025-019259,C076,gimnasio,2025-09-25 19:15:46,rápido,0,0,2,2
O2025-019260,C103,gimnasio,2025-09-25 19:28:29,normal,0,1,0,1
O2025-019261,C085,gimnasio,2025-09-25 19:38:44,rápido,0,2,1,3
O2025-019262,C054,clínica,2025-09-25 20:00:17,normal,0,2,3,5
O2025-019263,C074,gimnasio,2025-09-25 20:05:42,normal,0,2,0,2
O2025-019264,C113,restaurante,2025-09-25 21:07:45,normal,0,1,3,4
O2025-019265,C146,restaurante,2025-09-25 21:39:00,rápido,0,0,1,1
O2025-019266,C137,restaurante,2025-09-25 21:51:35,normal,0,5,0,5
O2025-019267,C043,clínica,2025-09-26 06:27:49,normal,0,0,4,4
O2025-019268,C055,clínica,2025-09-26 06:36:11,normal,0,0,3,3
O2025-019269,C098,gimnasio,2025-09-26 07:04:58,normal,0,0,5,5
O2025-019270,C081,gimnasio,2025-09-26 07:14:13,normal,0,2,2,4
O2025-019271,C097,gimnasio,2025-09-26 07:19:28,normal,1,1,1,3
O2025-019272,C113,restaurante,2025-09-26 07:30:09,normal,0,0,1,1
O2025-019273,C075,gimnasio,2025-09-26 07:45:14,normal,0,10,0,10
O2025-019274,C068,gimnasio,2025-09-26 07:46:25,normal,0,0,6,6
O2025-019275,C072,gimnasio,2025-09-26 07:47:09,normal,0,2,0,2
O2025-019276,C068,gimnasio,2025-09-26 07:50:35,normal,0,0,2,2
O2025-019277,C010,hotel,2025-09-26 07:58:02,normal,0,0,8,8
O2025-019278,C102,gimnasio,2025-09-26 08:03:36,normal,0,3,0,3
O2025-019279,C159,restaurante,2025-09-26 08:06:48,normal,0,3,0,3
O2025-019280,C021,hotel,2025-09-26 08:09:00,normal,0,0,22,22
O2025-019281,C016,hotel,2025-09-26 08:14:50,normal,0,0,6,6
O2025-019282,C033,clínica,2025-09-26 08:17:59,normal,0,3,0,3
O2025-019283,C103,gimnasio,2025-09-26 08:23:42,normal,0,0,2,2
O2025-019284,C077,gimnasio,2025-09-26 08:36:26,normal,0,0,3,3
O2025-019285,C059,clínica,2025-09-26 08:45:50,normal,0,2,10,12
O2025-019286,C159,restaurante,2025-09-26 09:06:22,normal,0,0,3,3
O2025-019287,C124,restaurante,2025-09-26 09:07:59,normal,6,0,0,6
O2025-019288,C121,restaurante,2025-09-26 09:16:48,normal,1,2,2,5
O2025-019289,C121,restaurante,2025-09-26 09:22:00,normal,0,2,2,4
O2025-019290,C151,restaurante,2025-09-26 09:32:30,normal,0,1,2,3
O2025-019291,C033,clínica,2025-09-26 09:52:43,rápido,1,0,2,3
O2025-019292,C152,restaurante,2025-09-26 09:55:00,normal,0,0,3,3
O2025-019293,C004,hotel,2025-09-26 09:55:11,normal,0,0,5,5
O2025-019294,C040,clínica,2025-09-26 10:12:11,normal,0,0,3,3
O2025-019295,C015,hotel,2025-09-26 10:23:50,normal,0,0,4,4
O2025-019296,C050,clínica,2025-09-26 10:40:44,rápido,0,0,3,3
O2025-019297,C035,clínica,2025-09-26 10:52:18,normal,0,2,2,4
O2025-019298,C054,clínica,2025-09-26 11:11:38,normal,1,0,3,4
O2025-019299,C044,clínica,2025-09-26 11:15:50,normal,1,0,6,7
O2025-019300,C087,gimnasio,2025-09-26 12:37:51,normal,0,5,3,8
O2025-019301,C004,hotel,2025-09-26 13:07:49,normal,0,1,2,3
O2025-019302,C002,hotel,2025-09-26 13:09:18,normal,0,1,4,5
O2025-019303,C081,gimnasio,2025-09-26 13:10:51,rápido,1,2,0,3
O2025-019304,C074,gimnasio,2025-09-26 13:15:58,normal,0,2,0,2
O2025-019305,C099,gimnasio,2025-09-26 13:31:49,normal,1,0,2,3
O2025-019306,C029,hotel,2025-09-26 13:39:19,normal,0,0,7,7
O2025-019307,C015,hotel,2025-09-26 13:40:01,normal,0,0,3,3
O2025-019308,C010,hotel,2025-09-26 13:40:12,normal,0,0,5,5
O2025-019309,C044,clínica,2025-09-26 13:48:54,rápido,0,0,5,5
O2025-019310,C018,hotel,2025-09-26 13:56:10,normal,0,1,2,3
O2025-019311,C144,restaurante,2025-09-26 14:00:09,normal,0,1,3,4
O2025-019312,C021,hotel,2025-09-26 14:02:30,normal,0,0,11,11
O2025-019313,C094,gimnasio,2025-09-26 14:03:54,normal,0,0,5,5
O2025-019314,C011,hotel,2025-09-26 14:30:42,normal,0,0,7,7
O2025-019315,C121,restaurante,2025-09-26 14:36:48,normal,0,12,0,12
O2025-019316,C004,hotel,2025-09-26 14:43:31,normal,1,2,5,8
O2025-019317,C056,clínica,2025-09-26 14:52:22,normal,0,2,6,8
O2025-019318,C130,restaurante,2025-09-26 14:57:09,normal,0,4,0,4
O2025-019319,C060,clínica,2025-09-26 15:05:08,normal,0,1,2,3
O2025-019320,C132,restaurante,2025-09-26 15:06:36,normal,0,1,1,2
O2025-019321,C038,clínica,2025-09-26 15:13:05,rápido,0,1,1,2
O2025-019322,C142,restaurante,2025-09-26 15:13:52,normal,0,1,1,2
O2025-019323,C021,hotel,2025-09-26 15:19:51,normal,0,0,6,6
O2025-019324,C130,restaurante,2025-09-26 15:34:52,normal,0,0,1,1
O2025-019325,C011,hotel,2025-09-26 15:35:18,normal,0,0,11,11
O2025-019326,C110,restaurante,2025-09-26 15:38:28,normal,0,0,1,1
O2025-019327,C035,clínica,2025-09-26 16:27:14,normal,0,2,3,5
O2025-019328,C038,clínica,2025-09-26 16:32:34,normal,0,1,1,2
O2025-019329,C012,hotel,2025-09-26 16:33:18,normal,0,1,3,4
O2025-019330,C038,clínica,2025-09-26 16:49:10,rápido,0,0,2,2
O2025-019331,C086,gimnasio,2025-09-26 17:01:20,rápido,1,0,2,3
O2025-019332,C051,clínica,2025-09-26 17:05:17,rápido,0,0,2,2
O2025-019333,C035,clínica,2025-09-26 17:16:33,normal,0,0,3,3
O2025-019334,C019,hotel,2025-09-26 17:17:38,normal,0,1,3,4
O2025-019335,C105,gimnasio,2025-09-26 17:35:17,normal,0,2,3,5
O2025-019336,C092,gimnasio,2025-09-26 17:36:21,rápido,0,1,0,1
O2025-019337,C008,hotel,2025-09-26 17:58:57,normal,0,0,4,4
O2025-019338,C012,hotel,2025-09-26 18:03:42,normal,0,0,2,2
O2025-019339,C084,gimnasio,2025-09-26 18:13:14,normal,1,3,0,4
O2025-019340,C027,hotel,2025-09-26 18:29:56,normal,0,0,3,3
O2025-019341,C011,hotel,2025-09-26 18:35:10,normal,0,0,3,3
O2025-019342,C074,gimnasio,2025-09-26 18:59:27,normal,0,3,0,3
O2025-019343,C074,gimnasio,2025-09-26 19:03:37,rápido,0,1,0,1
O2025-019344,C148,restaurante,2025-09-26 20:39:16,normal,0,4,0,4
O2025-019345,C158,restaurante,2025-09-26 20:43:35,rápido,0,0,1,1
O2025-019346,C142,restaurante,2025-09-26 20:48:54,normal,0,1,0,1
O2025-019347,C129,restaurante,2025-09-26 21:19:25,normal,0,0,2,2
O2025-019348,C122,restaurante,2025-09-26 22:18:10,normal,0,0,5,5
O2025-019349,C158,restaurante,2025-09-26 22:18:55,rápido,0,1,0,1
O2025-019350,C095,gimnasio,2025-09-27 06:57:27,rápido,0,0,2,2
O2025-019351,C150,restaurante,2025-09-27 07:26:03,rápido,0,1,1,2
O2025-019352,C006,hotel,2025-09-27 07:30:03,normal,0,0,7,7
O2025-019353,C027,hotel,2025-09-27 07:30:56,normal,0,1,2,3
O2025-019354,C101,gimnasio,2025-09-27 07:31:59,normal,0,0,3,3
O2025-019355,C017,hotel,2025-09-27 07:38:01,normal,0,0,11,11
O2025-019356,C076,gimnasio,2025-09-27 07:38:28,normal,0,2,2,4
O2025-019357,C101,gimnasio,2025-09-27 07:46:20,normal,0,5,2,7
O2025-019358,C003,hotel,2025-09-27 07:47:59,normal,1,2,4,7
O2025-019359,C010,hotel,2025-09-27 07:50:57,normal,0,0,4,4
O2025-019360,C087,gimnasio,2025-09-27 08:04:53,normal,0,6,0,6
O2025-019361,C088,gimnasio,2025-09-27 08:08:07,normal,0,0,2,2
O2025-019362,C142,restaurante,2025-09-27 08:11:58,normal,0,1,1,2
O2025-019363,C027,hotel,2025-09-27 08:17:04,normal,0,1,4,5
O2025-019364,C134,restaurante,2025-09-27 08:23:29,normal,0,0,3,3
O2025-019365,C148,restaurante,2025-09-27 08:25:20,rápido,0,2,1,3
O2025-019366,C053,clínica,2025-09-27 08:28:59,normal,0,0,2,2
O2025-019367,C109,restaurante,2025-09-27 08:44:12,normal,0,2,1,3
O2025-019368,C006,hotel,2025-09-27 08:44:39,rápido,0,0,4,4
O2025-019369,C024,hotel,2025-09-27 08:59:26,normal,0,0,2,2
O2025-019370,C051,clínica,2025-09-27 09:11:40,rápido,0,1,1,2
O2025-019371,C025,hotel,2025-09-27 09:20:34,normal,0,0,9,9
O2025-019372,C112,restaurante,2025-09-27 09:29:08,normal,0,0,2,2
O2025-019373,C141,restaurante,2025-09-27 09:32:25,normal,0,0,1,1
O2025-019374,C019,hotel,2025-09-27 09:33:04,normal,0,1,3,4
O2025-019375,C002,hotel,2025-09-27 09:36:35,normal,0,0,4,4
O2025-019376,C061,clínica,2025-09-27 09:52:25,normal,3,0,0,3
O2025-019377,C029,hotel,2025-09-27 10:09:45,normal,0,1,5,6
O2025-019378,C138,restaurante,2025-09-27 10:31:27,normal,0,2,1,3
O2025-019379,C138,restaurante,2025-09-27 10:37:24,normal,0,2,3,5
O2025-019380,C030,hotel,2025-09-27 13:35:28,normal,0,0,3,3
O2025-019381,C067,gimnasio,2025-09-27 13:44:48,normal,0,1,1,2
O2025-019382,C070,gimnasio,2025-09-27 13:46:34,normal,0,4,0,4
O2025-019383,C077,gimnasio,2025-09-27 13:57:25,normal,0,1,0,1
O2025-019384,C084,gimnasio,2025-09-27 14:08:06,rápido,0,0,4,4
O2025-019385,C120,restaurante,2025-09-27 14:17:34,normal,0,0,2,2
O2025-019386,C150,restaurante,2025-09-27 14:19:16,rápido,0,2,0,2
O2025-019387,C086,gimnasio,2025-09-27 14:39:59,normal,3,0,0,3
O2025-019388,C018,hotel,2025-09-27 14:49:19,normal,0,0,7,7
O2025-019389,C011,hotel,2025-09-27 14:50:16,rápido,0,0,6,6
O2025-019390,C028,hotel,2025-09-27 15:06:36,normal,0,0,7,7
O2025-019391,C109,restaurante,2025-09-27 15:17:45,rápido,1,1,0,2
O2025-019392,C156,restaurante,2025-09-27 15:28:23,normal,0,0,1,1
O2025-019393,C004,hotel,2025-09-27 15:29:50,normal,1,0,4,5
O2025-019394,C019,hotel,2025-09-27 15:48:10,normal,1,0,4,5
O2025-019395,C111,restaurante,2025-09-27 15:50:27,rápido,0,1,1,2
O2025-019396,C034,clínica,2025-09-27 16:12:22,normal,1,0,3,4
O2025-019397,C115,restaurante,2025-09-27 16:27:32,rápido,0,0,2,2
O2025-019398,C002,hotel,2025-09-27 17:10:37,normal,0,2,6,8
O2025-019399,C158,restaurante,2025-09-27 17:15:57,normal,0,0,2,2
O2025-019400,C063,clínica,2025-09-27 17:28:49,rápido,1,1,1,3
O2025-019401,C009,hotel,2025-09-27 17:38:09,normal,0,0,3,3
O2025-019402,C013,hotel,2025-09-27 17:47:16,rápido,0,2,12,14
O2025-019403,C022,hotel,2025-09-27 18:20:14,rápido,0,0,3,3
O2025-019404,C024,hotel,2025-09-27 18:45:16,normal,0,1,3,4
O2025-019405,C094,gimnasio,2025-09-27 19:01:37,normal,0,3,0,3
O2025-019406,C051,clínica,2025-09-27 19:05:13,normal,0,0,5,5
O2025-019407,C126,restaurante,2025-09-27 20:06:46,normal,1,0,2,3
O2025-019408,C140,restaurante,2025-09-27 20:14:38,normal,0,0,2,2
O2025-019409,C117,restaurante,2025-09-27 22:05:13,normal,0,3,0,3
O2025-019410,C093,gimnasio,2025-09-28 06:37:28,rápido,0,2,0,2
O2025-019411,C160,restaurante,2025-09-28 06:58:42,rápido,1,2,0,3
O2025-019412,C019,hotel,2025-09-28 07:22:31,normal,0,0,9,9
O2025-019413,C081,gimnasio,2025-09-28 07:26:35,normal,0,0,1,1
O2025-019414,C017,hotel,2025-09-28 08:04:27,normal,0,0,8,8
O2025-019415,C079,gimnasio,2025-09-28 08:24:58,normal,1,1,0,2
O2025-019416,C100,gimnasio,2025-09-28 08:33:17,normal,1,5,0,6
O2025-019417,C109,restaurante,2025-09-28 08:39:01,normal,1,1,1,3
O2025-019418,C020,hotel,2025-09-28 08:49:08,normal,0,1,1,2
O2025-019419,C138,restaurante,2025-09-28 08:49:58,normal,0,1,1,2
O2025-019420,C030,hotel,2025-09-28 09:08:19,normal,0,0,2,2
O2025-019421,C016,hotel,2025-09-28 09:10:51,normal,0,3,5,8
O2025-019422,C022,hotel,2025-09-28 09:37:42,normal,0,0,2,2
O2025-019423,C017,hotel,2025-09-28 09:44:01,normal,0,1,6,7
O2025-019424,C008,hotel,2025-09-28 10:03:44,normal,1,0,3,4
O2025-019425,C147,restaurante,2025-09-28 10:36:37,normal,1,1,1,3
O2025-019426,C045,clínica,2025-09-28 11:48:09,normal,0,1,1,2
O2025-019427,C027,hotel,2025-09-28 12:26:55,normal,0,0,4,4
O2025-019428,C104,gimnasio,2025-09-28 12:59:14,normal,0,4,0,4
O2025-019429,C099,gimnasio,2025-09-28 13:18:50,rápido,0,1,1,2
O2025-019430,C068,gimnasio,2025-09-28 14:13:50,normal,0,1,2,3
O2025-019431,C003,hotel,2025-09-28 14:15:08,rápido,0,1,5,6
O2025-019432,C141,restaurante,2025-09-28 14:40:12,normal,1,0,2,3
O2025-019433,C077,gimnasio,2025-09-28 14:43:15,normal,0,5,0,5
O2025-019434,C151,restaurante,2025-09-28 15:11:15,normal,0,1,1,2
O2025-019435,C014,hotel,2025-09-28 15:19:31,normal,1,0,2,3
O2025-019436,C147,restaurante,2025-09-28 15:25:13,normal,0,0,1,1
O2025-019437,C027,hotel,2025-09-28 15:37:49,rápido,0,0,2,2
O2025-019438,C155,restaurante,2025-09-28 15:45:54,rápido,0,1,0,1
O2025-019439,C127,restaurante,2025-09-28 15:52:33,rápido,0,1,1,2
O2025-019440,C028,hotel,2025-09-28 15:54:45,normal,0,0,5,5
O2025-019441,C127,restaurante,2025-09-28 16:10:48,normal,1,1,1,3
O2025-019442,C012,hotel,2025-09-28 16:37:35,normal,0,0,6,6
O2025-019443,C146,restaurante,2025-09-28 17:05:12,rápido,0,0,1,1
O2025-019444,C072,gimnasio,2025-09-28 19:48:27,normal,0,3,0,3
O2025-019445,C124,restaurante,2025-09-28 19:55:40,normal,0,1,1,2
O2025-019446,C074,gimnasio,2025-09-28 19:55:55,rápido,0,2,0,2
O2025-019447,C115,restaurante,2025-09-28 20:02:29,normal,0,1,1,2
O2025-019448,C082,gimnasio,2025-09-28 20:03:49,rápido,0,4,0,4
O2025-019449,C121,restaurante,2025-09-28 20:52:54,normal,0,2,8,10
O2025-019450,C160,restaurante,2025-09-28 21:22:55,normal,0,1,1,2
O2025-019451,C123,restaurante,2025-09-28 21:52:03,rápido,0,1,1,2
O2025-019452,C100,gimnasio,2025-09-29 06:52:55,normal,0,2,1,3
O2025-019453,C134,restaurante,2025-09-29 07:11:22,rápido,0,1,1,2
O2025-019454,C084,gimnasio,2025-09-29 07:18:32,normal,0,3,2,5
O2025-019455,C009,hotel,2025-09-29 07:28:09,normal,0,0,6,6
O2025-019456,C071,gimnasio,2025-09-29 07:32:22,normal,0,1,2,3
O2025-019457,C105,gimnasio,2025-09-29 07:34:42,normal,1,6,5,12
O2025-019458,C089,gimnasio,2025-09-29 07:45:16,normal,0,2,2,4
O2025-019459,C148,restaurante,2025-09-29 07:47:24,normal,0,2,0,2
O2025-019460,C074,gimnasio,2025-09-29 07:48:57,normal,1,2,0,3
O2025-019461,C026,hotel,2025-09-29 07:49:58,normal,0,0,3,3
O2025-019462,C002,hotel,2025-09-29 08:08:18,normal,0,0,2,2
O2025-019463,C016,hotel,2025-09-29 08:10:57,normal,0,0,12,12
O2025-019464,C093,gimnasio,2025-09-29 08:27:01,normal,0,2,0,2
O2025-019465,C031,clínica,2025-09-29 08:34:52,normal,0,0,9,9
O2025-019466,C046,clínica,2025-09-29 08:35:49,rápido,0,1,1,2
O2025-019467,C129,restaurante,2025-09-29 08:39:05,normal,1,1,0,2
O2025-019468,C044,clínica,2025-09-29 08:39:05,normal,1,0,5,6
O2025-019469,C020,hotel,2025-09-29 08:45:54,normal,0,0,8,8
O2025-019470,C004,hotel,2025-09-29 08:54:00,normal,0,0,13,13
O2025-019471,C027,hotel,2025-09-29 09:03:23,normal,0,0,3,3
O2025-019472,C047,clínica,2025-09-29 09:16:01,rápido,0,0,4,4
O2025-019473,C028,hotel,2025-09-29 09:31:07,rápido,0,0,6,6
O2025-019474,C157,restaurante,2025-09-29 09:36:55,normal,0,3,2,5
O2025-019475,C018,hotel,2025-09-29 09:38:58,normal,0,0,3,3
O2025-019476,C030,hotel,2025-09-29 09:41:37,normal,0,0,2,2
O2025-019477,C014,hotel,2025-09-29 09:49:32,normal,0,0,7,7
O2025-019478,C053,clínica,2025-09-29 09:51:27,normal,0,1,2,3
O2025-019479,C057,clínica,2025-09-29 09:51:29,normal,0,1,3,4
O2025-019480,C046,clínica,2025-09-29 09:59:10,normal,1,0,2,3
O2025-019481,C142,restaurante,2025-09-29 10:06:09,rápido,0,2,0,2
O2025-019482,C008,hotel,2025-09-29 10:13:08,normal,0,0,7,7
O2025-019483,C062,clínica,2025-09-29 10:22:24,normal,0,0,4,4
O2025-019484,C064,clínica,2025-09-29 10:23:31,normal,0,2,5,7
O2025-019485,C049,clínica,2025-09-29 10:24:38,normal,1,1,4,6
O2025-019486,C063,clínica,2025-09-29 10:25:38,normal,0,0,17,17
O2025-019487,C046,clínica,2025-09-29 10:43:48,rápido,0,0,2,2
O2025-019488,C035,clínica,2025-09-29 11:08:26,normal,0,0,12,12
O2025-019489,C018,hotel,2025-09-29 12:36:20,normal,0,1,7,8
O2025-019490,C021,hotel,2025-09-29 13:14:58,normal,0,0,5,5
O2025-019491,C001,hotel,2025-09-29 13:16:01,normal,0,2,3,5
O2025-019492,C014,hotel,2025-09-29 13:42:17,normal,0,0,4,4
O2025-019493,C047,clínica,2025-09-29 13:42:18,normal,0,0,4,4
O2025-019494,C025,hotel,2025-09-29 14:09:42,normal,0,0,3,3
O2025-019495,C013,hotel,2025-09-29 14:13:05,normal,0,0,15,15
O2025-019496,C015,hotel,2025-09-29 14:20:57,normal,0,1,3,4
O2025-019497,C044,clínica,2025-09-29 14:44:56,normal,0,0,6,6
O2025-019498,C036,clínica,2025-09-29 14:50:51,rápido,1,1,2,4
O2025-019499,C051,clínica,2025-09-29 14:53:06,normal,0,0,5,5
O2025-019500,C026,hotel,2025-09-29 15:52:57,normal,0,1,6,7
O2025-019501,C021,hotel,2025-09-29 16:08:53,normal,0,0,9,9
O2025-019502,C117,restaurante,2025-09-29 16:12:37,rápido,0,1,1,2
O2025-019503,C042,clínica,2025-09-29 16:30:58,normal,1,0,3,4
O2025-019504,C064,clínica,2025-09-29 16:52:29,rápido,1,0,5,6
O2025-019505,C067,gimnasio,2025-09-29 17:14:43,normal,0,2,1,3
O2025-019506,C023,hotel,2025-09-29 17:16:29,normal,0,0,21,21
O2025-019507,C084,gimnasio,2025-09-29 17:17:04,normal,1,2,2,5
O2025-019508,C018,hotel,2025-09-29 17:19:27,normal,2,0,5,7
O2025-019509,C117,restaurante,2025-09-29 17:59:31,normal,0,1,1,2
O2025-019510,C014,hotel,2025-09-29 18:14:08,normal,1,1,2,4
O2025-019511,C030,hotel,2025-09-29 18:17:42,normal,0,1,3,4
O2025-019512,C044,clínica,2025-09-29 18:37:15,normal,0,0,4,4
O2025-019513,C020,hotel,2025-09-29 18:59:25,normal,1,0,8,9
O2025-019514,C017,hotel,2025-09-29 19:16:57,normal,0,3,8,11
O2025-019515,C148,restaurante,2025-09-29 22:13:03,rápido,0,1,1,2
O2025-019516,C133,restaurante,2025-09-29 22:28:11,normal,0,1,2,3
